W +28        74        29  9132000.2(1S)
    1  4dA                 (0)0(     0.0)            0.0000   {X}
    2  4d9 4f1             (0)0(    69.5)      1685125.4000   {X}
    3  4d9 5s1             (0)0(     9.5)      2912646.4000   {X}
    4  3dA 4s2 4p5 4dA 4f1 (0)0(    41.5)      3407758.9000   {X}
    5  4d9 5p1             (0)0(    29.5)      3425810.7000   {X}
    6  4d9 5d1             (0)0(    49.0)      4103921.1000   {X}
    7  3dA 4s2 4p5 4dA 5s1 (0)0(     5.5)      4643521.2000   {X}
    8  4d9 5f1             (0)0(    69.5)      4801915.9000   {X}
    9  3dA 4s2 4p5 4dA 5p1 (0)0(    17.5)      5157541.5000   {X}
   10  4d9 6s1             (0)0(     9.5)      5264381.7000   {X}
   11  4d9 5g1             (0)0(    89.5)      5335787.7000   {X}
   12  4d9 6p1             (0)0(    29.5)      5524612.6000   {X}
   13  3dA 4s2 4p5 4dA 5d1 (0)0(    29.5)      5832480.5000   {X}
   14  4d9 6d1             (0)0(    49.0)      5874663.5000   {X}
   15  4d9 6f1             (0)0(    69.5)      6232187.5000   {X}
   16  4d9 7s1             (0)0(     9.5)      6491310.1000   {X}
   17  4d9 6g1             (0)0(    89.5)      6502042.4000   {X}
   18  3dA 4s2 4p5 4dA 5f1 (0)0(    41.5)      6531232.5000   {X}
   19  4d9 7p1             (0)0(    29.5)      6641694.0000   {X}
   20  4d9 7d1             (0)0(    49.0)      6846474.7000   {X}
   21  3dA 4s2 4p5 4dA 6s1 (0)0(     5.5)      6994971.2000   {X}
   22  4d9 7f1             (0)0(    69.5)      7055963.2000   {X}
   23  3dA 4s2 4p5 4dA 5g1 (0)0(    53.5)      7064797.0000   {X}
   24  4d9 7g1             (0)0(    89.5)      7214511.6000   {X}
   25  4d9 8s1             (0)0(     9.5)      7216421.0000   {X}
   26  3dA 4s2 4p5 4dA 6p1 (0)0(    17.5)      7255498.4000   {X}
   27  4d9 8p1             (0)0(    29.5)      7311157.2000   {X}
   28  4d9 8d1             (0)0(    49.0)      7441415.3000   {X}
   29  4d9 8f1             (0)0(    69.5)      7575228.9000   {X}
   30  3dA 4s2 4p5 4dA 6d1 (0)0(    29.5)      7604495.8000   {X}
   31  4d9 8g1             (0)0(    89.5)      7677021.2000   {X}
   32  3dA 4s2 4p5 4dA 6f1 (0)0(    41.5)      7962140.5000   {X}
   33  3dA 4s2 4p5 4dA 7s1 (0)0(     5.5)      8221866.7000   {X}
   34  3dA 4s2 4p5 4dA 6g1 (0)0(    53.5)      8231776.0000   {X}
   35  3dA 4s2 4p5 4dA 7p1 (0)0(    17.5)      8372404.3000   {X}
   36  3dA 4s2 4p5 4dA 7d1 (0)0(    29.5)      8576592.4000   {X}
   37  3dA 4s2 4p5 4dA 7f1 (0)0(    41.5)      8786190.5000   {X}
   38  3dA 4s2 4p5 4dA 8s1 (0)0(     5.5)      8946977.6000   {X}
   39  3dA 4s2 4p5 4dA 8p1 (0)0(    17.5)      9041790.6000   {X}
   40  3dA 4s2 4p5 4dA 8d1 (0)0(    29.5)      9171719.5000   {X}
   41  3dA 4s2 4p5 4dA 8f1 (0)0(    41.5)      9305588.0000   {X}
   -1
 29.0    3           8.41+04 1.68+05 4.20+05 8.41+05 1.68+06 4.20+06 8.41+06 1.68+07 4.20+07 8.41+07 1.68+08 4.20+08 8.41+08 1.68+09
     2     1 7.14+10 2.32+00 2.32+00 2.35+00 2.40+00 2.50+00 2.80+00 3.20+00 3.74+00 4.65+00 5.46+00 6.33+00 7.52+00 8.45+00 9.40+00
     3     1 7.55+07 3.58-02 3.58-02 3.60-02 3.62-02 3.68-02 3.84-02 4.03-02 4.27-02 4.59-02 4.78-02 4.93-02 5.06-02 5.11-02 5.15-02
     5     1 1.42+11 5.20-02 5.22-02 5.27-02 5.39-02 5.66-02 6.64-02 8.32-02 1.13-01 1.74-01 2.37-01 3.11-01 4.22-01 5.11-01 6.04-01
     6     1 8.06+07 2.07-01 2.07-01 2.08-01 2.09-01 2.11-01 2.19-01 2.31-01 2.46-01 2.68-01 2.83-01 2.95-01 3.06-01 3.11-01 3.14-01
     8     1 2.36+11 4.09-02 4.10-02 4.14-02 4.22-02 4.41-02 5.14-02 6.55-02 9.33-02 1.59-01 2.33-01 3.25-01 4.71-01 5.92-01 7.19-01
    11     1 8.52+08 2.09-01 2.09-01 2.10-01 2.11-01 2.13-01 2.20-01 2.31-01 2.48-01 2.75-01 2.94-01 3.10-01 3.26-01 3.33-01 3.38-01
    10     1 3.74+07 4.81-03 4.81-03 4.81-03 4.82-03 4.85-03 4.93-03 5.04-03 5.19-03 5.42-03 5.57-03 5.68-03 5.79-03 5.84-03 5.86-03
    12     1 6.19+10 8.61-03 8.62-03 8.66-03 8.75-03 8.94-03 9.67-03 1.10-02 1.35-02 1.92-02 2.52-02 3.26-02 4.39-02 5.31-02 6.26-02
    14     1 4.86+07 4.58-02 4.58-02 4.59-02 4.60-02 4.63-02 4.74-02 4.89-02 5.13-02 5.50-02 5.77-02 5.99-02 6.20-02 6.29-02 6.36-02
    15     1 1.80+11 2.12-02 2.12-02 2.14-02 2.16-02 2.23-02 2.47-02 2.94-02 3.88-02 6.14-02 8.68-02 1.19-01 1.70-01 2.12-01 2.56-01
    17     1 3.90+08 7.48-02 7.48-02 7.50-02 7.52-02 7.57-02 7.73-02 7.98-02 8.36-02 9.00-02 9.48-02 9.88-02 1.03-01 1.04-01 1.06-01
    16     1 2.30+07 1.70-03 1.70-03 1.70-03 1.70-03 1.71-03 1.73-03 1.76-03 1.80-03 1.87-03 1.92-03 1.95-03 1.99-03 2.00-03 2.01-03
    19     1 3.35+10 3.24-03 3.25-03 3.26-03 3.28-03 3.33-03 3.52-03 3.88-03 4.58-03 6.23-03 8.05-03 1.03-02 1.38-02 1.66-02 1.96-02
    20     1 3.05+07 1.85-02 1.85-02 1.85-02 1.86-02 1.87-02 1.90-02 1.95-02 2.03-02 2.17-02 2.26-02 2.34-02 2.42-02 2.46-02 2.48-02
    22     1 1.21+11 1.19-02 1.19-02 1.20-02 1.21-02 1.24-02 1.35-02 1.56-02 1.98-02 3.02-02 4.19-02 5.67-02 8.01-02 9.99-02 1.20-01
    24     1 1.90+08 3.38-02 3.38-02 3.39-02 3.40-02 3.41-02 3.47-02 3.55-02 3.68-02 3.91-02 4.08-02 4.23-02 4.36-02 4.43-02 4.47-02
    25     1 1.52+07 8.28-04 8.28-04 8.29-04 8.30-04 8.33-04 8.42-04 8.56-04 8.75-04 9.06-04 9.27-04 9.44-04 9.59-04 9.66-04 9.71-04
